City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
362,Chama,CH,46.62,overcast clouds,47.1821,8.4636,City Garden Hotel
363,Gorontalo,ID,75.07,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
364,Bowen,AU,76.03,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
365,Port Lincoln,AU,55.11,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
367,Pimenta Bueno,BR,93.09,broken clouds,-11.6725,-61.1936,Cristalina Palace Hotel
368,Severnyy,RU,50.04,clear sky,50.677,36.5532,Full House North Mini-Hotel
369,Salina Cruz,MX,82.53,scattered clouds,16.1667,-95.2,Amerik HOTEL
370,Nicoya,CR,80.56,few clouds,10.1483,-85.452,Las Cabinas Del Sueño
371,Ahipara,NZ,55.83,few clouds,-35.1667,173.1667,Ahipara Holiday Park
372,Sao Sebastiao,BR,79.14,scattered clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
373,Taltal,CL,65.97,clear sky,-25.4,-70.4833,Residencial Karime
374,Gushi,CN,51.51,overcast clouds,34.6425,109.5843,Wansheng Yuan Hotel
375,Ugento,IT,62.67,overcast clouds,39.9263,18.1574,Porta Paradiso
376,Khasan,RU,34.99,clear sky,42.4308,130.6434,Fangchuan Self-Driving Camp
377,Honningsvag,NO,35.35,broken clouds,70.9821,25.9704,Nordkapp Vandrerhjem
379,Markova,UA,44.92,clear sky,48.6758,24.4138,Vas.VOM
381,Itarema,BR,89.08,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
382,Chifeng,CN,20.44,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
383,Bethel,US,46.71,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
384,Susangerd,IR,77.76,clear sky,31.5608,48.1831,دفتر خدمات هوایی وجهانگردی نسیم گستر دشت آزادگان
386,Karlivka,UA,48.47,few clouds,49.4567,35.1295,Hostynytsa Kolos
387,Arua,UG,67.96,light rain,3.0201,30.9111,Golden Courts Hotel
388,Bad Sooden-Allendorf,DE,60.33,clear sky,51.2833,9.9833,Waldhotel Soodener Hof
389,Grindavik,IS,53.55,overcast clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
391,Samarai,PG,81.88,scattered clouds,-10.6167,150.6667,Nuli Sapi
392,Mason City,US,26.73,overcast clouds,43.1536,-93.201,Days Inn by Wyndham Mason City
394,Santa Rosa,PH,82.38,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
396,Krasnogorsk,RU,43.18,broken clouds,55.8225,37.3181,"Hotel ""Academy"""
397,Vila Franca Do Campo,PT,67.19,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
398,Cozumel,MX,80.94,few clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
400,Asau,RO,51.28,clear sky,46.4333,26.4,Casa Mika Ciobanus
401,Palafrugell,ES,66.34,overcast clouds,41.9174,3.1631,Hotel La Torre
403,Mao,ES,66.76,scattered clouds,39.8885,4.2658,ARTIEM Capri
404,Phan Thiet,VN,77.7,broken clouds,10.9333,108.1,Hotel Saigon-PT
406,Coquimbo,CL,65.93,clear sky,-29.9533,-71.3436,Hotel San Juan
407,Bella Vista,US,30.33,clear sky,36.4295,-94.2316,The Inn at Bella Vista
408,Mount Pleasant,US,57.99,clear sky,32.7941,-79.8626,Best Western Patriots Point
409,Sao Caetano De Odivelas,BR,83.03,scattered clouds,-0.75,-48.02,Lá Kitano
410,Nchelenge,ZM,69.62,overcast clouds,-9.3451,28.734,KD Travellers Home
411,Sioux Lookout,CA,17.67,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
412,Nogliki,RU,23.13,overcast clouds,51.8333,143.1667,"Hotel ""Nogliki"""
413,Lasa,IT,56.28,clear sky,46.6166,10.7002,Pension Feldgärtenhof
414,Alofi,NU,69.69,overcast clouds,-19.0595,-169.9187,Taloa Heights
415,Noumea,NC,67.98,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
416,Kudahuvadhoo,MV,80.67,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
418,High Level,CA,14.11,smoke,58.5169,-117.136,Days Inn by Wyndham High Level
419,Zatoka,UA,55.31,clear sky,46.0725,30.4654,Sonyachna
420,Broome,US,42.62,overcast clouds,42.2506,-75.833,Chenango Valley State Park
421,Ambilobe,MG,77.65,moderate rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
422,Salalah,OM,82.49,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
423,Campbellton,CA,34.25,light snow,48.0075,-66.6727,Super 8 by Wyndham Campbellton NB
424,Yarmouth,US,55.96,heavy intensity rain,41.7057,-70.2286,Blue Rock Resort
425,Muskegon,US,34.14,snow,43.3,-86.1334,Timberline Estates
426,Kautokeino,NO,28.33,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
428,Opunake,NZ,55.85,few clouds,-39.4556,173.8583,Walton Cottage
429,Buraydah,SA,82.85,clear sky,26.326,43.975,Mövenpick Qassim
430,Yaring,TH,80.29,overcast clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
431,Cabedelo,BR,84.87,scattered clouds,-6.9811,-34.8339,Pousada Camboinha
432,Andros Town,BS,80.56,clear sky,24.7,-77.7667,CBH
433,Otuzco,PE,60.57,broken clouds,-7.9,-78.5833,HOTEL DE TURISTAS MENG
434,Wahiawa,US,71.87,scattered clouds,21.5028,-158.0236,The Inn At Schofield
435,Rosario Do Sul,BR,70.99,moderate rain,-30.2583,-54.9142,Hotel Areias Brancas
436,Elk Point,US,20.89,overcast clouds,42.6833,-96.6836,Hometowne Inn
437,Saryagash,KZ,44.56,overcast clouds,41.4511,69.1701,fatyCentre Paradise
438,Kindia,GN,88.93,clear sky,10.0569,-12.8658,LES EAUX DE KILISSI
439,Saint-Pierre,RE,76.68,broken clouds,-21.3393,55.4781,Alize Plage
440,Lavras Da Mangabeira,BR,89.55,overcast clouds,-6.7533,-38.9644,Pousada Lavras
441,Ramshir,IR,80.35,clear sky,30.8946,49.4092,معصومه مهدیان
442,Isla Mujeres,MX,78.85,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
443,Touros,BR,84.88,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
445,San Patricio,US,53.46,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
446,Adeje,ES,78.1,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
447,Jaguarari,BR,84.96,clear sky,-10.2639,-40.1958,Hotel Quintal De Casa
448,Eregli,TR,50.59,clear sky,37.5133,34.0467,Hotel Fuat Bey
449,Port-Gentil,GA,84.16,scattered clouds,-0.7193,8.7815,Fengshui Residence
451,Ayagoz,KZ,30.79,scattered clouds,47.9714,80.4392,Gostinitsa Nur
452,Viedma,AR,73.53,moderate rain,-40.8135,-62.9967,Hotel Cristal
453,Kalabo,ZM,82.53,overcast clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
454,Kununurra,AU,84.18,few clouds,-15.7667,128.7333,Hotel Kununurra
455,Pahrump,US,43.45,scattered clouds,36.2083,-115.9839,Best Western Pahrump Oasis
456,Lata,PT,69.08,overcast clouds,40.1629,-8.3327,Terraços da Beira
457,Gweta,BW,85.19,overcast clouds,-20.1833,25.2333,Gweta Lodge
461,Daloa,CI,87.33,broken clouds,6.8774,-6.4502,Imans Hotel Daloa
462,Ust-Ilimsk,RU,27.36,light snow,58.0006,102.6619,AleNat Center
463,La Ronge,CA,14.25,light snow,55.1001,-105.2842,Northland Motor Hotel
465,Torbay,CA,37.76,overcast clouds,47.6666,-52.7314,Gallows Cove
466,Bikaner,IN,76.35,broken clouds,28.0167,73.3,The Laxmi Niwas Palace
467,Kruisfontein,ZA,71.89,clear sky,-34.0033,24.7314,Oyster Bay House Rental
468,Los Llanos De Aridane,ES,71.35,few clouds,28.6585,-17.9182,Valle Aridane
469,Ancud,CL,54.61,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
470,Tual,ID,84.22,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
471,Meppel,NL,59.05,broken clouds,52.6958,6.1944,De Poort Van Drenthe
472,Padang,ID,75.25,moderate rain,-0.9492,100.3543,Mercure Padang
473,Ternate,ID,81.79,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
474,Tura,IN,63.41,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
475,Saint-Augustin,CA,29.3,overcast clouds,51.226,-58.6502,Riverview Inn
476,Aniva,RU,32.11,overcast clouds,46.7144,142.5294,"Gostinitsa ""Aniva"""
477,Iralaya,HN,81.66,moderate rain,15.0,-83.2333,Iglesia morava renovada
478,Trelew,AR,70.12,overcast clouds,-43.249,-65.3051,Hotel Touring Club
480,Picota,PE,88.29,scattered clouds,-6.9197,-76.3304,Hospedaje Vanessa
482,Zurrieq,MT,72.97,few clouds,35.8311,14.4742,Ta'Bertu Guest House
483,Saldanha,ZA,73.45,clear sky,-33.0117,17.9442,Blue Bay Lodge
484,Port Neches,US,42.78,clear sky,29.9913,-93.9585,Jake's RV Park
485,Maarianhamina,AX,40.86,clear sky,60.0973,19.9348,Park Alandia Hotel
486,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
487,Houma,US,46.4,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
488,Hell,NO,40.91,clear sky,63.4455,10.9033,"Radisson Blu Hotel, Trondheim Airport"
489,El Doncello,CO,85.44,broken clouds,1.6782,-75.2847,Colombia
491,Zapresic,HR,53.92,broken clouds,45.8564,15.8078,Country House Kamenitih Svatova
492,Port Keats,AU,78.85,broken clouds,-14.25,129.55,Kardu Durrikardu Numida Hostel
493,Sao Joao Da Barra,BR,84.29,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
494,Bhainsa,IN,73.15,clear sky,26.9548,76.9012,Rizwan pathan
495,Maceio,BR,85.44,overcast clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
496,Santiago De Cao,PE,62.73,fog,-7.9589,-79.2392,Casa de la tía
497,Alekseyevskoye,RU,38.32,light rain,55.3071,50.1135,"Motel' ""Kurlyanka"""
498,Luganville,VU,77.38,clear sky,-15.5333,167.1667,The Espiritu Hotel
499,Quatre Cocos,MU,77.11,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
500,Ocampo,MX,58.75,clear sky,21.65,-101.5,Hotel Estancia del Vaquero
501,Farafangana,MG,76.51,scattered clouds,-22.8167,47.8333,Miarina
502,Catamarca,AR,64.06,overcast clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
503,Byron Bay,AU,70.95,moderate rain,-28.65,153.6167,Backpackers Inn
504,Kyabram,AU,55.53,overcast clouds,-36.3167,145.05,Kyabram Motor Inn
505,Blackwater,AU,70.68,overcast clouds,-23.5833,148.8833,Blackwater Motor Inn
506,Bilma,NE,81.37,clear sky,18.6853,12.9164,Expeditions Ténére voyages
507,Tarazona,ES,66.02,clear sky,41.9,-1.7333,La Merced de la Concordia
509,Tuy Hoa,VN,76.05,broken clouds,13.0833,109.3,Hotel Sài Gòn-Phú Yên
511,Dembi Dolo,ET,61.59,light rain,8.5333,34.8,Dembi dollo plaza
513,Santa Maria,BR,74.5,moderate rain,-29.6842,-53.8069,Hotel Morotin
514,Demir Kapija,MK,56.1,few clouds,41.405,22.2489,Rock Land Camp
515,Arcata,US,41.58,clear sky,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
516,Hirara,JP,77.07,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
517,Saurimo,AO,74.68,moderate rain,-9.6608,20.3916,Hotel Kawissa Saurimo
518,Irkutsk,RU,23.77,clear sky,52.2978,104.2964,Empire Hotel
519,Sao Felix Do Xingu,BR,97.45,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
520,Ranong,TH,78.33,overcast clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
521,Mapimi,MX,53.29,clear sky,25.8167,-103.85,Propiedad Lldm
523,Xucheng,CN,73.9,few clouds,20.35,110.1288,Haixing Hotel
524,Luanda,AO,78.69,clear sky,-8.8368,13.2343,EPIC SANA Luanda
525,Kihei,US,73.85,light rain,20.785,-156.4656,Maui Sunset
526,Mollendo,PE,66.04,overcast clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
527,Trinidad,BO,87.78,broken clouds,-14.8333,-64.9,Hotel Piesta
528,Soe,ID,69.1,overcast clouds,-9.8607,124.284,Dena Hotel
529,Manzanillo,CU,84.65,clear sky,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
531,Mecca,SA,84.54,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
532,Krasnyy Chikoy,RU,4.98,few clouds,50.3643,108.7512,Zagorodnyy Otel' Berezka
533,Strezhevoy,RU,20.21,overcast clouds,60.7333,77.5889,Sibiryachka
534,Svetlyy,RU,53.65,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
535,Kaura Namoda,NG,92.86,few clouds,12.5898,6.5779,Moonlight Hotel
536,Dawson Creek,CA,28.08,broken clouds,55.7666,-120.2362,Peace Villa Motel
537,Atar,MR,92.59,clear sky,20.5169,-13.0499,Oumou Elghoura
538,Klaksvik,FO,50.92,overcast clouds,62.2266,-6.589,Airbnb rooms
539,Chipiona,ES,73.58,few clouds,36.7366,-6.437,Al Sur De Chipiona
540,Kangaatsiaq,GL,23.58,overcast clouds,68.3065,-53.4641,Nukissiorfiit
541,Yeniseysk,RU,33.01,light snow,58.4497,92.1703,"""Domino"""
542,Cam Ranh,VN,78.76,scattered clouds,11.9214,109.1591,OYO 598 Peony Hotel
543,Askarovo,RU,36.55,broken clouds,53.3372,58.5089,Gostinitsa Na Kirova S Saunoy
544,Floro,NO,54.97,broken clouds,61.5996,5.0328,Kinn Hotell Florø
545,Tchamba,TG,93.85,scattered clouds,9.0333,1.4167,Dagmar
546,Comodoro Rivadavia,AR,57.06,light rain,-45.8667,-67.5,Austral Hotel
547,Pringsewu,ID,74.57,overcast clouds,-5.3582,104.9744,Urban Style by Front One
548,Ponta Delgada,PT,67.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
549,San Lorenzo,PY,74.59,broken clouds,-25.3333,-57.5333,Canarias Hotel
550,Czluchow,PL,52.41,overcast clouds,53.6672,17.3588,Hotel i Restauracja Nad Jeziorem Noclegi Blisko Jeziora Wypożyczalnia Rowerów
551,Popondetta,PG,73.71,overcast clouds,-8.7537,148.2534,Timos Transit House
553,Nemuro,JP,45.16,light rain,43.3236,145.575,Hotel Nemuro Kaiyoutei
554,Coihaique,CL,59.61,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
555,Hauterive,FR,63.36,overcast clouds,46.0901,3.4459,Aletti Palace Hotel
556,Kuna,US,26.08,clear sky,43.4918,-116.4201,Salor bay
558,Caravelas,BR,86.23,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
559,Koumac,NC,73.76,broken clouds,-20.5667,164.2833,Le Monitel
560,Yurimaguas,PE,82.56,few clouds,-5.9,-76.0833,Rio Huallaga Hotel & Business Center
561,Bykovo,RU,43.56,broken clouds,55.6361,38.0803,Around the world
562,Samarinda,ID,74.52,overcast clouds,-0.5,117.15,ASTON Samarinda Hotel & Convention Center
563,Lat Yao,TH,76.68,scattered clouds,15.751,99.7893,โรงแรมสอระ
564,Eqbaliyeh,IR,60.62,clear sky,35.3022,51.5358,زمین چمن مصنوعی شهید کریمی باغخواص
566,Gornopravdinsk,RU,15.12,broken clouds,60.05,69.9,Hostel
567,Manacapuru,BR,91.53,scattered clouds,-3.2997,-60.6206,Novo Hotel
568,Broken Hill,AU,59.14,clear sky,-31.95,141.4333,Royal Exchange Hotel
569,Kachiry,KZ,37.4,overcast clouds,53.0675,76.1036,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
570,Banjar,ID,79.21,overcast clouds,-8.19,114.9675,The Hamsa Resort
571,Kamen-Na-Obi,RU,33.71,light snow,53.7884,81.3423,Hotel Ob
572,Khani,GE,45.97,overcast clouds,41.9563,42.9566,Guest House Kakasxidi სასტუმრო კაკასხიდი
573,Truro,GB,63.84,scattered clouds,50.2653,-5.0544,Mannings Hotel
574,Wangqing,CN,28.87,clear sky,43.3218,129.7634,Jianan Fashion Hotel
575,Xingcheng,CN,36.66,broken clouds,40.6167,120.7167,New Century Hotel
576,Tecoanapa,MX,80.17,few clouds,16.5167,-98.75,Hotel Manglares
577,Sioux City,US,20.66,clear sky,42.5,-96.4003,Hilton Garden Inn Sioux City Riverfront
579,Puerto Colombia,CO,78.89,light rain,10.9878,-74.9547,Hotel El Emigrante
580,Maua,BR,86.07,clear sky,-23.6678,-46.4614,Hotel Capriccio Mauá
581,Sovetskiy,RU,11.98,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
582,Hamilton,US,34.25,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
583,Oyonnax,FR,52.61,few clouds,46.2592,5.6573,Buffet SARL
584,Stovring,DK,52.83,overcast clouds,56.8854,9.8384,Støvring bed and breakfast
585,Phangnga,TH,77.04,overcast clouds,8.4509,98.5298,Sunimit Mansion
586,Voh,NC,72.48,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
587,Dumka,IN,66.4,clear sky,24.2667,87.25,"Hotel Shashwat , Sri Shyam Plaza ,Dumka"
588,Moree,AU,70.54,overcast clouds,-29.4667,149.85,Molika Springs Motel
589,Akyab,MM,76.64,clear sky,20.15,92.9,ဟိုတယ် မန်မိုရီ
591,Hofn,IS,50.02,overcast clouds,64.2539,-15.2082,Hótel Höfn
592,Kenai,US,35.15,broken clouds,60.5544,-151.2583,Aspen Extended Stay Suites
593,Lima,PE,63.9,overcast clouds,-12.0432,-77.0282,Hotel Kamana
594,Dali,CN,51.12,clear sky,25.7,100.1833,Dali Travelling With Hostel
595,Kulhudhuffushi,MV,81.54,broken clouds,6.6221,73.07,Haajy Guest House 1
596,Oussouye,SN,95.18,broken clouds,12.485,-16.5469,Auberge du Routard
597,Matay,EG,76.01,clear sky,28.419,30.7792,Nag Aespen
598,Namatanai,PG,80.35,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
602,Manono,CD,70.72,overcast clouds,-7.3,27.4167,Hotel hewa bora
603,Chumikan,RU,16.43,clear sky,54.7183,135.315,Fortuna
604,Fort Dodge,US,25.02,overcast clouds,42.4975,-94.168,"Country Inn & Suites by Radisson, Fort Dodge, IA"
605,Whitianga,NZ,54.7,few clouds,-36.8333,175.7,Beachside Resort Whitianga
606,Benjamin Constant,BR,87.93,clear sky,-4.3831,-70.0311,CASA AVALIADA
607,Tanabe,JP,59.79,broken clouds,33.7333,135.3667,美吉屋旅館
608,Vilcun,CL,54.34,overcast clouds,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
609,Punta Alta,AR,59.77,light rain,-38.8759,-62.0736,Center Hotel Punta Alta
610,Sawtell,AU,69.82,overcast clouds,-30.3833,153.1,The Bungalow Sawtell
611,Sola,VU,80.42,overcast clouds,-13.8833,167.55,Leumerus Bungalows
612,Zelenchukskaya,RU,44.24,scattered clouds,43.858,41.5894,Hostel Avtovokzal
613,Veraval,IN,79.34,clear sky,20.9,70.3667,Lords Inn Somnath
614,Terrace,CA,30.11,light snow,54.5163,-128.6035,Northern Motor Inn
615,Sept-Iles,CA,25.05,snow,50.2001,-66.3821,Comfort Inn
616,Labuhan,ID,81.48,overcast clouds,-6.8844,112.2051,DoubleFAG
617,Bojnurd,IR,44.55,few clouds,37.4747,57.329,Hotel negin bojnourd
619,Yenagoa,NG,84.31,moderate rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
620,Tyukalinsk,RU,32.68,snow,55.8732,72.1967,Гостиница Тюкалинск
621,Praia Da Vitoria,PT,64.76,light intensity drizzle rain,38.7333,-27.0667,Hotel Branco I
622,Singkawang,ID,77.86,moderate rain,0.9,109.0,Capital O 1822 Wahana Inn
623,Dunedin,NZ,45.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
624,Mareeba,AU,70.52,few clouds,-17.0,145.4333,Trinity Plains Tourist Park
625,Tolbazy,RU,37.26,light rain,54.0241,55.8825,Business Centre
626,Goderich,CA,35.91,snow,43.7501,-81.7165,Harmony Inn
627,North Port,US,78.98,scattered clouds,27.0442,-82.2359,Americas Best Value Inn & Suites North Port
628,Balti,MD,48.09,few clouds,47.7617,27.9289,Apartment in Balti
629,Syamzha,RU,32.25,light snow,60.0158,41.0614,Hotel Syamzha
630,Carlsbad,US,55.9,overcast clouds,33.1581,-117.3506,Carlsbad Inn Beach Resort
631,Bull Savanna,JM,81.1,broken clouds,17.8868,-77.5902,Big Red's
632,Gerzat,FR,62.55,clear sky,45.8243,3.144,Quality Hotel Clermont Kennedy
633,Mino,JP,63.63,overcast clouds,34.8269,135.4706,Ooedo Onsen Monogatari Minoh Kankō Hotel
634,Shebalino,RU,31.77,overcast clouds,51.2917,85.6772,Gostinitsa
635,Saint-Francois,FR,49.44,overcast clouds,46.4154,3.9054,Maison Vin d'Hus
636,Imbituba,BR,81.86,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
637,Raudeberg,NO,53.87,overcast clouds,61.9875,5.1352,Nordre Silda.
638,Pamanukan,ID,79.07,overcast clouds,-6.2842,107.8106,Paris Day Hotel Pamanukan
639,Chatrapur,IN,74.55,clear sky,19.35,84.9833,"Circuit House, Chhatrapur"
640,Bahia Honda,CU,80.87,clear sky,22.9036,-83.1592,Casa Gualberto - Deysi
641,Laranjeiras Do Sul,BR,68.38,light rain,-25.4078,-52.4161,Hotel Palmeiras
643,San Jose De Sisa,PE,86.52,scattered clouds,-6.6167,-76.6915,Killu Sisa Hospedaje
644,Albi,FR,68.5,scattered clouds,43.9298,2.148,Au soleil d'Albi
645,Morehead,US,31.98,clear sky,37.2711,-87.1764,CCI Express Inn
646,Kostomuksha,RU,26.91,few clouds,64.571,30.5767,U Mikhailicha
647,Gondanglegi,ID,76.57,light rain,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
648,Palmer,US,48.81,mist,42.1584,-72.3287,Wedgewood Motel
649,Aktau,KZ,50.58,overcast clouds,43.65,51.2,Silk Way Hotel
650,Santa Maria Del Oro,MX,58.24,clear sky,25.9333,-105.3667,Hotel Palacio Del Sol
652,Belyy Yar,RU,37.29,clear sky,53.6039,91.3903,Pasportnyy Stol
653,Poso,ID,79.05,light rain,-1.3959,120.7524,Hotel 77 Poso
654,Les Cayes,HT,83.86,scattered clouds,18.2,-73.75,Villa Orphee
655,Nacala,MZ,80.26,broken clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
656,Murgab,TM,51.67,scattered clouds,37.4966,61.9714,Wepa Nurlyýew
657,Karratha,AU,78.17,light rain,-20.7377,116.8463,ibis Styles Karratha
658,Pokhara,NP,57.22,clear sky,28.2333,83.9833,OYO 170 Hotel View Point
659,Cockburn Town,TC,80.71,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
660,Balikpapan,ID,76.51,overcast clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
661,Tapioszentmarton,HU,52.23,clear sky,47.3399,19.7465,"Kincsem Lovaspark Rendezvényhelyszín- edzőtábor, esküvő, rendezvény"
662,Svetlogorsk,BY,45.09,scattered clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
663,Ciudad Bolivar,VE,86.38,overcast clouds,8.1222,-63.5497,Hotel Edi
664,Ambon,ID,79.23,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
665,Naranjos,MX,61.21,overcast clouds,21.35,-97.6833,Casa mf
666,Ardakan,IR,59.27,clear sky,32.31,54.0175,Ardakan Hotel
668,Guanica,PR,87.04,overcast clouds,17.9716,-66.908,Copamarina Beach Resort & Spa
669,Lazaro Cardenas,MX,80.15,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
670,Cadiz,ES,71.02,few clouds,36.5,-5.75,Hacienda Barriche
671,Muros,ES,67.68,moderate rain,42.7762,-9.0603,Apartment Av. Castelao
672,Buyukcavuslu,TR,57.4,few clouds,41.2423,28.0646,Villa Güçiü Boutique Hotel
673,Dolinsk,RU,33.12,snow,47.35,142.8,"Gostinitsa ""Yubileynaya"""
674,Smithers,CA,21.52,overcast clouds,54.7804,-127.1743,Prestige Hudson Bay Lodge
675,Seoul,KR,49.39,broken clouds,37.5683,126.9778,LOTTE HOTEL SEOUL
